route_id,level,feature_id,timestep,is_history,lon,lat,x_m,y_m,vx_mps,vy_mps,speed_mps
L0_R00_B,0,corridor_00085,32,0,59.52779131473355,36.31304824170305,81.15866152742232,29.515712743458213,1.0142581151027201,0.3421614114933966,1.0704176547342987
L0_R00_B,0,corridor_00085,33,0,59.52780260594058,36.31305137249948,82.1714967185424,29.86179098145809,1.0128351911200753,0.34607823799987614,1.0703295152374048
L0_R00_B,0,corridor_00085,34,0,59.52781387999992,36.31305454159931,83.18279374080957,30.21210327595569,1.011297022267172,0.35031229449760204,1.0702524799890087
L0_R00_B,0,corridor_00085,35,0,59.527825135908365,36.3130577512434,84.19246260604365,30.56689733385162,1.009668865234076,0.3547940578959299,1.0701915907636945
L0_R00_B,0,corridor_00085,36,0,59.52783637296076,36.3130610030069,85.20044006035789,30.926347271615402,1.0079774543142435,0.359449937763781,1.0701508333707959
L0_R00_B,0,corridor_00085,37,0,59.52784759076157,36.313064297773366,86.20669062278607,31.290550756297822,1.0062505624281783,0.36420348468242025,1.0701328761615743
L0_R00_B,0,corridor_00085,38,0,59.52785878923134,36.31306763572022,87.21120716787902,31.659527401840712,1.0045165450929545,0.3689766455428902,1.0701388948737305
L0_R00_B,0,corridor_00085,39,0,59.527869968608066,36.31307101631589,88.2140110427043,32.0332184470165,1.0028038748252754,0.3736910451757893,1.0701684954291826
L0_R00_B,0,corridor_00085,40,0,59.527881129443216,36.31307443832849,89.21515171632785,32.41148772028602,1.0011406736235529,0.37826927326951676,1.0702197398120021
L0_R00_B,0,corridor_00085,41,0,59.52789227259275,36.31307789984609,90.21470596753338,32.794123875731344,0.9995542512055238,0.3826361554453257,1.0702892733074618
L0_R00_B,0,corridor_00085,42,0,59.52790339920299,36.31308139830808,91.21277662411691,33.18084386334997,0.9980706565835362,0.38671998761862625,1.070372544657626
L0_R00_B,0,corridor_00085,43,0,59.52791451069186,36.313084930547205,92.20949087445705,33.57129757672798,0.9967142503401334,0.39045371337800816,1.0704641045461403
L0_R00_B,0,corridor_00085,44,0,59.527925608725546,36.31308849284162,93.20499817908548,33.96507360177775,0.9955073046284326,0.3937760250497746,1.070557962687013
L0_R00_B,0,corridor_00085,45,0,59.5279366951912,36.31309208097597,94.1994678165491,34.361705972145856,0.9944696374636237,0.3966323703681027,1.0706479799919537
L0_R00_B,0,corridor_00085,46,0,59.5279477721659,36.31309569031058,95.1930861038609,34.76068182036767,0.9936182873118042,0.3989758482218164,1.0707282700782497
L0_R00_B,0,corridor_00085,47,0,59.52795884188257,36.313099315857706,96.18605333717993,35.16144979913704,0.9929672333190211,0.4007679787693661,1.0707935838676446
L0_R00_B,0,corridor_00085,48,0,59.52796990669332,36.31310295236336,97.17858050295371,35.56342913441375,0.9925271657737795,0.4019793352767138,1.0708396522301742
L0_R00_B,0,corridor_00085,49,0,59.5279809690308,36.313106594393645,98.17088581352675,35.96601916171724,0.9923053105730446,0.40259002730348925,1.0708634644415183
L0_R01_A,0,corridor_00156,0,1,59.527144471327276,36.312853448673906,23.136010498233187,7.9832913022911,0.0,0.0,0.0
L0_R01_A,0,corridor_00156,1,1,59.527133459713575,36.31284974474158,22.14825517307688,7.573858622473976,-0.9877553251563072,-0.40943267981712417,1.0692500650815382
L0_R01_A,0,corridor_00156,2,1,59.52712244559673,36.31284604626731,21.16027531314124,7.1650292767081645,-0.9879798599356384,-0.4088293457658114,1.0692266539877058
L0_R01_A,0,corridor_00156,3,1,59.52711142651471,36.31284235861954,20.171850070501833,6.757396692316543,-0.9884252426394085,-0.40763258439162176,1.069181361670959
L0_R01_A,0,corridor_00156,4,1,59.527100400087,36.31283868698894,19.182765910405866,6.351534645833302,-0.9890841600959668,-0.4058620464832403,1.0691171481780226
L0_R01_A,0,corridor_00156,5,1,59.5270893640537,36.31283503630318,18.192820117506997,5.947987841609131,-0.9899457928988689,-0.4035468042241712,1.0690382107659724
L0_R01_A,0,corridor_00156,6,1,59.52707831631265,36.312831411146,17.201824124445668,5.547262967780831,-0.990995993061329,-0.4007248738282998,1.0689497101212557
L0_R01_A,0,corridor_00156,7,1,59.527067254953906,36.312827815682,16.209606608119973,5.149820376466122,-0.9922175163256952,-0.39744259131470905,1.0688574334748682
L0_R01_A,0,corridor_00156,8,1,59.527056178291154,36.31282425358817,15.216016302806217,4.756066524794594,-0.9935903053137558,-0.3937538516715282,1.068767416475468
L0_R01_A,0,corridor_00156,9,1,59.52704508488935,36.312820727993596,14.22092448393795,4.366347300892874,-0.9950918188682678,-0.38971922390171976,1.068685548445901
L0_R01_A,0,corridor_00156,10,1,59.52703397358831,36.31281724142804,13.22422708175976,3.9809423444111522,-0.9966974021781887,-0.3854049564817221,1.0686171868304515
L0_R01_A,0,corridor_00156,11,1,59.52702284352176,36.31281379578041,12.225846390149815,3.600060454847863,-0.9983806916099454,-0.3808818895632893,1.068566806136544
L0_R01_A,0,corridor_00156,12,1,59.52701169413155,36.31281039226773,11.225732342552199,3.2238361630676793,-1.0001140475976165,-0.3762242917801837,1.0685377044950675
L0_R01_A,0,corridor_00156,13,1,59.52700052517683,36.312807031415176,10.22386333406841,2.8523275223084466,-1.001869008483789,-0.37150864075923273,1.0685317872291227
L0_R01_A,0,corridor_00156,14,1,59.526989336738,36.31280371304746,9.220246576209147,2.4855151549486125,-1.0036167578592625,-0.366812367359834,1.0685494417686359
L0_R01_A,0,corridor_00156,15,1,59.526978129215365,36.31280043629168,8.214917978481575,2.12330257068725,-1.0053285977275728,-0.3622125842613624,1.068589512210457
L0_R01_A,0,corridor_00156,16,1,59.52696690332262,36.312797199591664,7.207941558756138,1.7655177509121145,-1.0069764197254365,-0.35778481977513565,1.0686493752136783
L0_R01_A,0,corridor_00156,17,1,59.52695566007507,36.31279400073353,6.199408392094947,1.411915973240514,-1.0085331666611914,-0.3536017776716005,1.0687251121912344
L0_R01_A,0,corridor_00156,18,1,59.526944400773004,36.312790836882044,5.189435115301752,1.0621838298540651,-1.009973276793195,-0.34973214338644887,1.068811766380808
L0_R01_A,0,corridor_00156,19,1,59.52693312698032,36.31278770462715,4.1781620117488565,0.7159443736463991,-1.0112731035528952,-0.34623945620766605,1.0689036677851214
L0_R01_A,0,corridor_00156,20,0,59.52692184049884,36.312784600039976,3.1657507079280265,0.37276330768423543,-1.01241130382083,-0.34318106596216363,1.0689948045426225
L0_R01_A,0,corridor_00156,21,0,59.526910543338744,36.31278151873736,2.1523815195479563,0.03215611635101426,-1.0133691883800702,-0.34060719133322115,1.0690792163099925
L0_R01_A,0,corridor_00156,22,0,59.52689923768556,36.3127784559538,1.138250490755325,-0.3064039789200697,-1.0141310287926313,-0.338560095271084,1.0691513838881592
L0_R01_A,0,corridor_00156,23,0,59.52688792586427,36.3127754066197,0.1235661750953173,-0.6434773699565723,-1.0146843156600078,-0.33707339103650263,1.0692065896688374
L0_R01_A,0,corridor_00156,24,0,59.526876610301144,36.312772365444644,-0.8914537889318126,-0.9796488602284736,-1.0150199640271298,-0.3361714902719013,1.0692412254703179
L0_R01_A,0,corridor_00156,25,0,59.52686529348386,36.31276932700424,-1.9065862514888963,-1.3155180623913785,-1.0151324625570837,-0.33586920216290483,1.0692530278183714
L0_R01_A,0,corridor_00156,26,0,59.52685397792072,36.31276628582919,-2.9216062155160207,-1.6516895526632787,-1.0150199640271245,-0.3361714902719002,1.0692412254703123
L0_R01_A,0,corridor_00156,27,0,59.52684266609944,36.312763236495094,-3.9362905311760303,-1.9887629436997813,-1.0146843156600096,-0.3370733910365027,1.069206589668839
L0_R01_A,0,corridor_00156,28,0,59.52683136044626,36.31276017371153,-4.950421559968664,-2.3273230389708663,-1.0141310287926335,-0.338560095271085,1.0691513838881617
L0_R01_A,0,corridor_00156,29,0,59.526820063286166,36.31275709240891,-5.963790748348734,-2.6679302303040875,-1.0133691883800697,-0.34060719133322115,1.069079216309992
L0_R01_A,0,corridor_00156,30,0,59.526808776804685,36.31275398782174,-6.97620205216956,-3.01111129626625,-1.0124113038208264,-0.34318106596216236,1.0689948045426187
L0_R01_A,0,corridor_00156,31,0,59.526797503012,36.31275085556685,-7.987475155722455,-3.3573507524739155,-1.0112731035528952,-0.3462394562076656,1.0689036677851211
L0_R01_A,0,corridor_00156,32,0,59.52678624370993,36.31274769171536,-8.997448432515654,-3.707082895860366,-1.0099732767931986,-0.34973214338645064,1.068811766380812
L0_R01_A,0,corridor_00156,33,0,59.526775000462386,36.31274449285723,-10.005981599176843,-4.0606846735319655,-1.0085331666611896,-0.3536017776715994,1.0687251121912322
L0_R01_A,0,corridor_00156,34,0,59.52676377456964,36.31274125615721,-11.012958018902282,-4.418469493307101,-1.0069764197254383,-0.35778481977513543,1.0686493752136799
L0_R01_A,0,corridor_00156,35,0,59.526752567047005,36.312737979401426,-12.018286616629853,-4.780682077568464,-1.005328597727571,-0.36221258426136327,1.0685895122104556
L0_R01_A,0,corridor_00156,36,0,59.526741378608165,36.31273466103371,-13.021903374489112,-5.147494444928297,-1.003616757859259,-0.3668123673598327,1.068549441768632
L0_R01_A,0,corridor_00156,37,0,59.526730209653444,36.31273130018116,-14.023772382972906,-5.5190030856875305,-1.0018690084837942,-0.3715086407592336,1.0685317872291278
L0_R01_A,0,corridor_00156,38,0,59.52671906026324,36.312727896668484,-15.02388643057052,-5.895227377467715,-1.0001140475976147,-0.37622429178018457,1.0685377044950661
L0_R01_A,0,corridor_00156,39,0,59.526707930196686,36.31272445102085,-16.022267122180462,-6.2761092670310035,-0.9983806916099418,-0.3808818895632884,1.0685668061365403
L0_R01_A,0,corridor_00156,40,0,59.52669681889565,36.312720964455295,-17.01896452435865,-6.661514223512724,-0.9966974021781887,-0.3854049564817208,1.068617186830451
L0_R01_A,0,corridor_00156,41,0,59.52668572549384,36.31271743886072,-18.014056343226923,-7.051233447414446,-0.9950918188682714,-0.38971922390172153,1.068685548445905
L0_R01_A,0,corridor_00156,42,0,59.52667464883109,36.31271387676689,-19.007646648540682,-7.444987299085973,-0.9935903053137594,-0.3937538516715273,1.0687674164754708
L0_R01_A,0,corridor_00156,43,0,59.52666358747235,36.312710281302884,-19.999864164866377,-7.842429890400684,-0.9922175163256952,-0.3974425913147108,1.0688574334748688
L0_R01_A,0,corridor_00156,44,0,59.5266525397313,36.312706656145714,-20.9908601579277,-8.243154764228981,-0.9909959930613219,-0.40072487382829713,1.068949710121248
L0_R01_A,0,corridor_00156,45,0,59.526641503698,36.31270300545995,-21.980805950826568,-8.646701568453151,-0.9899457928988689,-0.40354680422417033,1.0690382107659722
L0_R01_A,0,corridor_00156,46,0,59.52663047727029,36.31269933382935,-22.969890110922538,-9.052563614936394,-0.9890841600959703,-0.405862046483243,1.069117148178027
L0_R01_A,0,corridor_00156,47,0,59.52661945818827,36.31269564618158,-23.958315353561947,-9.460196199328017,-0.9884252426394085,-0.40763258439162264,1.0691813616709593
L0_R01_A,0,corridor_00156,48,0,59.52660844407143,36.312691947707314,-24.94629521349759,-9.869025545093827,-0.987979859935642,-0.40882934576580965,1.0692266539877084
L0_R01_A,0,corridor_00156,49,0,59.52659743245773,36.31268824377498,-25.934050538653896,-10.278458224910953,-0.9877553251563072,-0.40943267981712594,1.0692500650815389
L0_R01_B,0,corridor_00156,0,1,59.52659743245773,36.31268824377498,-25.934050538653896,-10.278458224910953,0.0,0.0,0.0
L0_R01_B,0,corridor_00156,1,1,59.52660844407143,36.312691947707314,-24.94629521349759,-9.869025545093827,0.9877553251563072,0.40943267981712594,1.0692500650815389
L0_R01_B,0,corridor_00156,2,1,59.52661945818827,36.31269564618158,-23.958315353561947,-9.460196199328017,0.987979859935642,0.40882934576580965,1.0692266539877084
L0_R01_B,0,corridor_00156,3,1,59.52663047727029,36.31269933382935,-22.969890110922538,-9.052563614936394,0.9884252426394085,0.40763258439162264,1.0691813616709593
L0_R01_B,0,corridor_00156,4,1,59.526641503698,36.31270300545995,-21.980805950826568,-8.646701568453151,0.9890841600959703,0.405862046483243,1.069117148178027
L0_R01_B,0,corridor_00156,5,1,59.5266525397313,36.312706656145714,-20.9908601579277,-8.243154764228981,0.9899457928988689,0.40354680422417033,1.0690382107659722
L0_R01_B,0,corridor_00156,6,1,59.52666358747235,36.312710281302884,-19.999864164866377,-7.842429890400684,0.9909959930613219,0.40072487382829713,1.068949710121248
L0_R01_B,0,corridor_00156,7,1,59.52667464883109,36.31271387676689,-19.007646648540682,-7.444987299085973,0.9922175163256952,0.3974425913147108,1.0688574334748688
L0_R01_B,0,corridor_00156,8,1,59.52668572549384,36.31271743886072,-18.014056343226923,-7.051233447414446,0.9935903053137594,0.3937538516715273,1.0687674164754708
L0_R01_B,0,corridor_00156,9,1,59.52669681889565,36.312720964455295,-17.01896452435865,-6.661514223512724,0.9950918188682714,0.38971922390172153,1.068685548445905
L0_R01_B,0,corridor_00156,10,1,59.526707930196686,36.31272445102085,-16.022267122180462,-6.2761092670310035,0.9966974021781887,0.3854049564817208,1.068617186830451
L0_R01_B,0,corridor_00156,11,1,59.52671906026324,36.312727896668484,-15.02388643057052,-5.895227377467715,0.9983806916099418,0.3808818895632884,1.0685668061365403
L0_R01_B,0,corridor_00156,12,1,59.526730209653444,36.31273130018116,-14.023772382972906,-5.5190030856875305,1.0001140475976147,0.37622429178018457,1.0685377044950661
L0_R01_B,0,corridor_00156,13,1,59.526741378608165,36.31273466103371,-13.021903374489112,-5.147494444928297,1.0018690084837942,0.3715086407592336,1.0685317872291278
L0_R01_B,0,corridor_00156,14,1,59.526752567047005,36.312737979401426,-12.018286616629853,-4.780682077568464,1.003616757859259,0.3668123673598327,1.068549441768632
L0_R01_B,0,corridor_00156,15,1,59.52676377456964,36.31274125615721,-11.012958018902282,-4.418469493307101,1.005328597727571,0.36221258426136327,1.0685895122104556
L0_R01_B,0,corridor_00156,16,1,59.526775000462386,36.31274449285723,-10.005981599176843,-4.0606846735319655,1.0069764197254383,0.35778481977513543,1.0686493752136799
L0_R01_B,0,corridor_00156,17,1,59.52678624370993,36.31274769171536,-8.997448432515654,-3.707082895860366,1.0085331666611896,0.3536017776715994,1.0687251121912322
L0_R01_B,0,corridor_00156,18,1,59.526797503012,36.31275085556685,-7.987475155722455,-3.3573507524739155,1.0099732767931986,0.34973214338645064,1.068811766380812
L0_R01_B,0,corridor_00156,19,1,59.526808776804685,36.31275398782174,-6.97620205216956,-3.01111129626625,1.0112731035528952,0.3462394562076656,1.0689036677851211
L0_R01_B,0,corridor_00156,20,0,59.526820063286166,36.31275709240891,-5.963790748348734,-2.6679302303040875,1.0124113038208264,0.34318106596216236,1.0689948045426187
